name,matric_no,department,course,year,prev_gpa,prev_cgpa,attendance,test_score,assignment,exam_score,total_200,gp_200,new_cgpa,current_class,predicted_grad_class
Precious Dikko,250501679,CYBERSECURITY,GST 211,200 Level,4.39,4.39,3,3,8,47,61,4.0,4.2,Second Class Upper,Second Class Upper
Precious Dikko,250502239,CYBERSECURITY,GST 209,200 Level,1.33,1.33,1,0,10,43,54,3.0,2.16,Third Class,Second Class Lower
Precious Ejike,250501660,COMPUTER SCIENCE,GST 209,200 Level,2.1,2.1,4,3,10,45,62,4.0,3.05,Second Class Lower,Second Class Upper
Precious Ejike,250501580,COMPUTER SCIENCE,CHM 207,200 Level,2.57,2.57,10,5,1,0,16,0.0,1.28,Pass,Fail
Precious Eze,250502806,CYBERSECURITY,PHY 201,200 Level,3.48,3.48,7,13,2,10,32,0.0,1.74,Third Class,Fail
Precious Eze,250502222,COMPUTER SCIENCE,PHY 201,200 Level,2.45,2.45,3,8,1,23,35,0.0,1.23,Pass,Fail
Precious Eze,250502730,CYBERSECURITY,CSC 201,200 Level,1.88,1.88,10,0,1,47,58,3.0,2.44,Third Class,Second Class Lower
Precious Eze,250501040,CYBERSECURITY,CSC 201,200 Level,1.05,1.05,4,2,4,9,19,0.0,0.52,Fail,Fail
Precious Fashola,250502620,ICT,GST 209,200 Level,2.59,2.59,10,4,1,24,39,0.0,1.3,Pass,Fail
Precious Fashola,250502674,CYBERSECURITY,MTH 201,200 Level,4.06,4.06,8,17,4,8,37,0.0,2.03,Third Class,Fail
Precious Gana,250501368,COMPUTER SCIENCE,MTH 223,200 Level,1.38,1.38,3,2,3,23,31,0.0,0.69,Fail,Fail
Precious Garba,250502869,ICT,CHM 201,200 Level,3.77,3.77,5,19,2,57,83,5.0,4.38,Second Class Upper,First Class
Precious Hassan,250502586,CYBERSECURITY,CSC 201,200 Level,3.63,3.63,1,0,6,47,54,3.0,3.32,Second Class Lower,Second Class Lower
Precious Hassan,250502724,CYBERSECURITY,MTH 201,200 Level,3.61,3.61,9,17,7,34,67,4.0,3.8,Second Class Upper,Second Class Upper
Precious Hassan,250501129,ICT,MTH 201,200 Level,2.8,2.8,8,9,6,32,55,3.0,2.9,Second Class Lower,Second Class Lower
Precious Hassan,250501347,ICT,CHM 207,200 Level,0.7,0.7,8,15,6,45,74,5.0,2.85,Second Class Lower,Second Class Upper
Precious Hassan,250502410,CYBERSECURITY,GST 209,200 Level,1.43,1.43,0,3,5,3,11,0.0,0.72,Fail,Fail
Precious Ikenna,250501977,COMPUTER SCIENCE,CHM 207,200 Level,0.73,0.73,4,11,6,7,28,0.0,0.36,Fail,Fail
Precious Ikenna,250501172,CYBERSECURITY,GST 209,200 Level,2.8,2.8,2,15,4,56,77,5.0,3.9,Second Class Upper,First Class
Precious Ikenna,250502266,COMPUTER SCIENCE,GST 209,200 Level,2.27,2.27,5,14,8,60,87,5.0,3.64,Second Class Upper,Second Class Upper
Precious Ikenna,250502196,ICT,CHM 207,200 Level,4.88,4.88,5,8,9,48,70,5.0,4.94,First Class,First Class
Precious Ikenna,250502780,CYBERSECURITY,PHY 201,200 Level,0.67,0.67,8,11,5,16,40,1.0,0.84,Fail,Fail
Precious Kalu,250502122,CYBERSECURITY,CSC 201,200 Level,4.38,4.38,10,20,3,35,68,4.0,4.19,Second Class Upper,Second Class Upper
Precious Kalu,250502264,COMPUTER SCIENCE,MTH 223,200 Level,0.55,0.55,6,12,6,9,33,0.0,0.28,Fail,Fail
Precious Kalu,250501609,ICT,MTH 201,200 Level,3.61,3.61,0,8,2,32,42,1.0,2.3,Third Class,Third Class
Precious Lawal,250501915,ICT,CHM 201,200 Level,2.46,2.46,6,0,5,46,57,3.0,2.73,Second Class Lower,Second Class Lower
Precious Lawal,250502989,COMPUTER SCIENCE,MTH 201,200 Level,3.78,3.78,10,18,5,18,51,3.0,3.39,Second Class Lower,Second Class Lower
Precious Lawal,250502731,CYBERSECURITY,CHM 207,200 Level,3.31,3.31,6,18,9,50,83,5.0,4.16,Second Class Upper,First Class
Precious Madu,250501604,ICT,GST 211,200 Level,1.04,1.04,5,13,2,33,53,3.0,2.02,Third Class,Second Class Lower
Precious Madu,250502003,CYBERSECURITY,GST 211,200 Level,3.8,3.8,10,11,2,32,55,3.0,3.4,Second Class Lower,Second Class Lower
Precious Madu,250501969,ICT,GST 211,200 Level,2.64,2.64,9,10,10,58,87,5.0,3.82,Second Class Upper,First Class
Precious Musa,250501440,COMPUTER SCIENCE,CSC 201,200 Level,0.88,0.88,10,7,0,23,40,1.0,0.94,Fail,Fail
Precious Musa,250502331,ICT,CHM 201,200 Level,3.74,3.74,6,8,9,30,53,3.0,3.37,Second Class Lower,Second Class Lower
Precious Nwachukwu,250501981,CYBERSECURITY,PHY 201,200 Level,3.97,3.97,8,9,6,11,34,0.0,1.98,Third Class,Fail
Precious Nwachukwu,250501356,COMPUTER SCIENCE,PHY 205,200 Level,0.62,0.62,6,13,4,38,61,4.0,2.31,Third Class,Second Class Lower
Precious Nwosu,250501041,COMPUTER SCIENCE,CHM 207,200 Level,2.73,2.73,2,12,5,34,53,3.0,2.86,Second Class Lower,Second Class Lower
Precious Obi,250502245,COMPUTER SCIENCE,PHY 201,200 Level,3.32,3.32,1,7,9,37,54,3.0,3.16,Second Class Lower,Second Class Lower
Precious Okoro,250501667,CYBERSECURITY,PHY 205,200 Level,1.22,1.22,3,13,9,53,78,5.0,3.11,Second Class Lower,Second Class Upper
Precious Okoro,250501320,COMPUTER SCIENCE,PHY 201,200 Level,2.97,2.97,4,1,3,57,65,4.0,3.49,Second Class Lower,Second Class Upper
Precious Peters,250502960,CYBERSECURITY,MTH 201,200 Level,1.03,1.03,4,12,0,37,53,3.0,2.02,Third Class,Second Class Lower
Precious Peters,250502622,COMPUTER SCIENCE,GST 211,200 Level,3.03,3.03,9,19,4,24,56,3.0,3.01,Second Class Lower,Second Class Lower
Precious Raji,250501308,CYBERSECURITY,MTH 223,200 Level,4.08,4.08,7,10,9,9,35,0.0,2.04,Third Class,Fail
Precious Raji,250502740,ICT,CSC 201,200 Level,4.22,4.22,0,3,3,20,26,0.0,2.11,Third Class,Fail
Precious Salisu,250501696,CYBERSECURITY,GST 211,200 Level,1.8,1.8,3,18,7,46,74,5.0,3.4,Second Class Lower,Second Class Upper
Precious Usman,250501595,ICT,MTH 223,200 Level,2.63,2.63,6,0,5,6,17,0.0,1.32,Pass,Fail
Rita Adeola,250502201,CYBERSECURITY,CHM 201,200 Level,0.61,0.61,4,14,4,13,35,0.0,0.3,Fail,Fail
Rita Adeola,250501806,CYBERSECURITY,CHM 207,200 Level,4.7,4.7,7,0,1,18,26,0.0,2.35,Third Class,Fail
Rita Adeyemi,250502815,ICT,MTH 223,200 Level,4.86,4.86,1,16,2,27,46,2.0,3.43,Second Class Lower,Second Class Lower
Rita Afolabi,250501467,COMPUTER SCIENCE,PHY 201,200 Level,4.41,4.41,2,12,2,41,57,3.0,3.7,Second Class Upper,Second Class Lower
Rita Afolabi,250502943,COMPUTER SCIENCE,MTH 223,200 Level,3.68,3.68,10,11,9,45,75,5.0,4.34,Second Class Upper,First Class
Rita Afolabi,250502978,ICT,GST 211,200 Level,4.43,4.43,3,5,1,9,18,0.0,2.22,Third Class,Fail
Rita Afolabi,250502873,COMPUTER SCIENCE,CHM 207,200 Level,4.28,4.28,5,16,6,50,77,5.0,4.64,First Class,First Class
Rita Afolabi,250501936,COMPUTER SCIENCE,CHM 207,200 Level,0.58,0.58,5,15,10,37,67,4.0,2.29,Third Class,Second Class Lower
Rita Afolabi,250501081,COMPUTER SCIENCE,PHY 201,200 Level,3.3,3.3,1,19,0,17,37,0.0,1.65,Third Class,Fail
Rita Babatunde,250501181,ICT,PHY 205,200 Level,1.01,1.01,3,5,2,18,28,0.0,0.5,Fail,Fail
Rita Babatunde,250501088,COMPUTER SCIENCE,PHY 205,200 Level,4.49,4.49,6,18,6,11,41,1.0,2.74,Second Class Lower,Third Class
Rita Babatunde,250501400,ICT,CSC 201,200 Level,0.96,0.96,8,13,0,51,72,5.0,2.98,Second Class Lower,Second Class Upper
Rita Babatunde,250502029,CYBERSECURITY,CSC 201,200 Level,4.23,4.23,8,3,5,32,48,2.0,3.12,Second Class Lower,Third Class
Rita Babatunde,250501791,ICT,GST 209,200 Level,3.14,3.14,8,12,3,50,73,5.0,4.07,Second Class Upper,First Class
Rita Babatunde,250502828,ICT,MTH 201,200 Level,4.09,4.09,3,17,8,16,44,1.0,2.54,Second Class Lower,Third Class
Rita Babatunde,250501651,ICT,GST 211,200 Level,2.92,2.92,3,5,2,3,13,0.0,1.46,Pass,Fail
Rita Bello,250502808,ICT,GST 209,200 Level,1.28,1.28,5,5,7,6,23,0.0,0.64,Fail,Fail
Rita Bello,250501423,COMPUTER SCIENCE,MTH 201,200 Level,2.72,2.72,8,12,9,60,89,5.0,3.86,Second Class Upper,First Class
Rita Bello,250501810,ICT,MTH 201,200 Level,4.93,4.93,1,14,8,40,63,4.0,4.46,Second Class Upper,Second Class Upper
Rita Chukwu,250502766,CYBERSECURITY,CSC 201,200 Level,3.82,3.82,9,8,10,12,39,0.0,1.91,Third Class,Fail
Rita Chukwu,250502638,CYBERSECURITY,MTH 201,200 Level,4.97,4.97,5,0,10,59,74,5.0,4.98,First Class,First Class
Rita Dikko,250501311,CYBERSECURITY,PHY 201,200 Level,0.85,0.85,3,18,9,59,89,5.0,2.92,Second Class Lower,Second Class Upper
Rita Eze,250502218,ICT,CHM 201,200 Level,3.45,3.45,6,16,6,59,87,5.0,4.22,Second Class Upper,First Class
Rita Eze,250501045,CYBERSECURITY,PHY 205,200 Level,3.48,3.48,7,16,4,43,70,5.0,4.24,Second Class Upper,First Class
Rita Fashola,250501675,ICT,MTH 201,200 Level,4.92,4.92,3,20,4,48,75,5.0,4.96,First Class,First Class
Rita Fashola,250501968,COMPUTER SCIENCE,CHM 207,200 Level,3.05,3.05,7,18,9,12,46,2.0,2.52,Second Class Lower,Third Class
Rita Fashola,250501293,COMPUTER SCIENCE,PHY 201,200 Level,2.12,2.12,8,0,8,27,43,1.0,1.56,Third Class,Pass
Rita Gana,250502056,CYBERSECURITY,CHM 201,200 Level,3.95,3.95,3,6,6,17,32,0.0,1.98,Third Class,Fail
Rita Gana,250502378,ICT,MTH 223,200 Level,2.12,2.12,4,18,2,13,37,0.0,1.06,Pass,Fail
Rita Gana,250501590,CYBERSECURITY,CSC 201,200 Level,1.12,1.12,9,8,6,40,63,4.0,2.56,Second Class Lower,Second Class Lower
Rita Gana,250501067,COMPUTER SCIENCE,CHM 207,200 Level,4.11,4.11,10,15,3,11,39,0.0,2.06,Third Class,Fail
Rita Garba,250502165,ICT,MTH 201,200 Level,4.18,4.18,2,9,9,29,49,2.0,3.09,Second Class Lower,Third Class
Rita Hassan,250502844,ICT,CSC 201,200 Level,4.74,4.74,8,12,9,16,45,2.0,3.37,Second Class Lower,Second Class Lower
Rita Hassan,250502636,COMPUTER SCIENCE,MTH 201,200 Level,2.3,2.3,6,5,0,55,66,4.0,3.15,Second Class Lower,Second Class Upper
Rita Hassan,250501047,COMPUTER SCIENCE,CHM 201,200 Level,2.84,2.84,2,1,1,58,62,4.0,3.42,Second Class Lower,Second Class Upper
Rita Hassan,250501009,COMPUTER SCIENCE,CHM 207,200 Level,3.69,3.69,8,10,0,53,71,5.0,4.34,Second Class Upper,First Class
Rita Ikenna,250502490,ICT,PHY 201,200 Level,1.57,1.57,3,14,1,25,43,1.0,1.28,Pass,Pass
Rita James,250501080,COMPUTER SCIENCE,MTH 201,200 Level,4.38,4.38,4,13,8,47,72,5.0,4.69,First Class,First Class
Rita Kalu,250502285,ICT,CHM 207,200 Level,2.83,2.83,8,19,1,41,69,4.0,3.42,Second Class Lower,Second Class Upper
Rita Kalu,250501087,ICT,GST 211,200 Level,3.37,3.37,2,9,9,48,68,4.0,3.68,Second Class Upper,Second Class Upper
Rita Kalu,250501121,COMPUTER SCIENCE,MTH 223,200 Level,4.53,4.53,0,3,8,12,23,0.0,2.26,Third Class,Fail
Rita Madu,250501242,CYBERSECURITY,GST 211,200 Level,4.62,4.62,6,17,5,54,82,5.0,4.81,First Class,First Class
Rita Madu,250501795,CYBERSECURITY,CHM 201,200 Level,4.42,4.42,4,9,0,10,23,0.0,2.21,Third Class,Fail
Rita Madu,250501324,CYBERSECURITY,CHM 201,200 Level,4.8,4.8,8,19,0,5,32,0.0,2.4,Third Class,Fail
Rita Madu,250501027,CYBERSECURITY,PHY 201,200 Level,2.81,2.81,10,13,8,24,55,3.0,2.9,Second Class Lower,Second Class Lower
Rita Musa,250502941,CYBERSECURITY,CSC 201,200 Level,2.0,2.0,5,1,7,53,66,4.0,3.0,Second Class Lower,Second Class Upper
Rita Musa,250502879,ICT,CSC 201,200 Level,3.04,3.04,10,19,7,2,38,0.0,1.52,Third Class,Fail
Rita Musa,250501979,COMPUTER SCIENCE,PHY 201,200 Level,3.19,3.19,6,13,6,2,27,0.0,1.6,Third Class,Fail
Rita Nwachukwu,250501908,CYBERSECURITY,GST 211,200 Level,1.67,1.67,5,4,10,51,70,5.0,3.34,Second Class Lower,Second Class Upper
Rita Nwosu,250502323,COMPUTER SCIENCE,CHM 207,200 Level,1.49,1.49,8,7,9,6,30,0.0,0.74,Fail,Fail
Rita Obi,250502658,CYBERSECURITY,CHM 201,200 Level,2.29,2.29,3,12,7,14,36,0.0,1.14,Pass,Fail
Rita Obi,250502697,CYBERSECURITY,CHM 207,200 Level,1.11,1.11,6,7,1,58,72,5.0,3.06,Second Class Lower,Second Class Upper
Rita Obi,250502859,ICT,CSC 201,200 Level,3.78,3.78,9,10,4,2,25,0.0,1.89,Third Class,Fail
Rita Okafor,250502520,COMPUTER SCIENCE,GST 211,200 Level,0.77,0.77,7,20,8,24,59,3.0,1.88,Third Class,Second Class Lower
Rita Okafor,250501011,CYBERSECURITY,PHY 205,200 Level,4.86,4.86,7,11,4,32,54,3.0,3.93,Second Class Upper,Second Class Lower
Rita Okonkwo,250502081,CYBERSECURITY,CHM 207,200 Level,0.9,0.9,1,10,1,54,66,4.0,2.45,Third Class,Second Class Lower
Rita Okonkwo,250501591,COMPUTER SCIENCE,PHY 205,200 Level,3.38,3.38,4,18,6,57,85,5.0,4.19,Second Class Upper,First Class
Rita Okoro,250501624,CYBERSECURITY,GST 211,200 Level,3.28,3.28,10,8,8,7,33,0.0,1.64,Third Class,Fail
Rita Okoro,250501846,CYBERSECURITY,CHM 201,200 Level,0.88,0.88,8,13,9,54,84,5.0,2.94,Second Class Lower,Second Class Upper
Rita Okoro,250502039,COMPUTER SCIENCE,CHM 207,200 Level,1.92,1.92,3,14,10,60,87,5.0,3.46,Second Class Lower,Second Class Upper
Rita Peters,250501767,COMPUTER SCIENCE,MTH 223,200 Level,4.45,4.45,7,20,4,49,80,5.0,4.72,First Class,First Class
Rita Peters,250501694,ICT,MTH 223,200 Level,1.02,1.02,1,13,1,30,45,2.0,1.51,Third Class,Third Class
Rita Raji,250502280,COMPUTER SCIENCE,MTH 201,200 Level,3.28,3.28,1,18,5,11,35,0.0,1.64,Third Class,Fail
Rita Raji,250501804,COMPUTER SCIENCE,MTH 201,200 Level,2.41,2.41,9,9,2,21,41,1.0,1.7,Third Class,Pass
Rita Salisu,250502204,COMPUTER SCIENCE,PHY 205,200 Level,2.7,2.7,2,1,6,28,37,0.0,1.35,Pass,Fail
Rita Salisu,250501151,ICT,PHY 205,200 Level,1.58,1.58,3,14,10,38,65,4.0,2.79,Second Class Lower,Second Class Upper
Rita Usman,250502113,CYBERSECURITY,MTH 201,200 Level,2.92,2.92,6,17,2,54,79,5.0,3.96,Second Class Upper,First Class
Rita Usman,250501323,COMPUTER SCIENCE,CHM 201,200 Level,1.76,1.76,10,18,1,36,65,4.0,2.88,Second Class Lower,Second Class Upper
Seun Adeyemi,250501174,COMPUTER SCIENCE,CHM 207,200 Level,3.4,3.4,10,3,7,18,38,0.0,1.7,Third Class,Fail
Seun Adeyemi,250501531,COMPUTER SCIENCE,CHM 207,200 Level,5.0,5.0,10,14,6,15,45,2.0,3.5,Second Class Upper,Second Class Lower
Seun Adeyemi,250501230,ICT,CSC 201,200 Level,4.08,4.08,0,17,3,4,24,0.0,2.04,Third Class,Fail
Seun Adeyemi,250502837,COMPUTER SCIENCE,MTH 201,200 Level,2.02,2.02,0,9,7,58,74,5.0,3.51,Second Class Upper,Second Class Upper
Seun Adeyemi,250502971,ICT,PHY 201,200 Level,4.24,4.24,2,3,2,47,54,3.0,3.62,Second Class Upper,Second Class Lower
Seun Babatunde,250501988,COMPUTER SCIENCE,MTH 201,200 Level,1.61,1.61,10,13,6,48,77,5.0,3.3,Second Class Lower,Second Class Upper
Seun Chukwu,250502729,CYBERSECURITY,CSC 201,200 Level,3.27,3.27,9,4,6,42,61,4.0,3.64,Second Class Upper,Second Class Upper
Seun Chukwu,250502291,ICT,GST 209,200 Level,1.1,1.1,5,7,10,39,61,4.0,2.55,Second Class Lower,Second Class Lower
Seun Chukwu,250501005,ICT,GST 211,200 Level,1.2,1.2,5,10,4,36,55,3.0,2.1,Third Class,Second Class Lower
Seun Danladi,250501132,ICT,MTH 223,200 Level,1.04,1.04,10,2,4,6,22,0.0,0.52,Fail,Fail
Seun Dikko,250501162,COMPUTER SCIENCE,CHM 201,200 Level,3.35,3.35,0,15,1,12,28,0.0,1.68,Third Class,Fail
Seun Dikko,250501140,CYBERSECURITY,PHY 205,200 Level,4.83,4.83,7,1,2,14,24,0.0,2.42,Third Class,Fail
Seun Eze,250501175,ICT,CHM 201,200 Level,1.28,1.28,6,7,1,5,19,0.0,0.64,Fail,Fail
Seun Eze,250501663,CYBERSECURITY,MTH 201,200 Level,1.57,1.57,6,14,10,33,63,4.0,2.78,Second Class Lower,Second Class Upper
Seun Eze,250502811,COMPUTER SCIENCE,MTH 201,200 Level,3.94,3.94,3,6,10,47,66,4.0,3.97,Second Class Upper,Second Class Upper
Seun Eze,250502489,ICT,CHM 207,200 Level,2.52,2.52,2,15,4,44,65,4.0,3.26,Second Class Lower,Second Class Upper
Seun Fashola,250502723,COMPUTER SCIENCE,GST 209,200 Level,0.95,0.95,9,2,10,29,50,3.0,1.98,Third Class,Second Class Lower
Seun Fashola,250502741,COMPUTER SCIENCE,GST 211,200 Level,3.8,3.8,0,9,8,25,42,1.0,2.4,Third Class,Third Class
Seun Fashola,250501512,ICT,GST 211,200 Level,4.7,4.7,8,19,10,39,76,5.0,4.85,First Class,First Class
Seun Gana,250501828,COMPUTER SCIENCE,MTH 223,200 Level,3.82,3.82,0,15,5,53,73,5.0,4.41,Second Class Upper,First Class
Seun Gana,250501864,COMPUTER SCIENCE,CSC 201,200 Level,2.3,2.3,9,5,7,28,49,2.0,2.15,Third Class,Third Class
Seun Gana,250502014,COMPUTER SCIENCE,PHY 205,200 Level,3.68,3.68,7,12,3,56,78,5.0,4.34,Second Class Upper,First Class
Seun Garba,250502519,COMPUTER SCIENCE,CHM 207,200 Level,4.67,4.67,10,15,1,57,83,5.0,4.84,First Class,First Class
Seun Garba,250502917,CYBERSECURITY,GST 209,200 Level,3.17,3.17,7,0,10,40,57,3.0,3.08,Second Class Lower,Second Class Lower
Seun Garba,250502920,CYBERSECURITY,CHM 201,200 Level,3.63,3.63,5,15,10,20,50,3.0,3.32,Second Class Lower,Second Class Lower
Seun Garba,250501529,COMPUTER SCIENCE,CHM 207,200 Level,4.39,4.39,6,15,10,15,46,2.0,3.2,Second Class Lower,Third Class
Seun Hassan,250502817,CYBERSECURITY,PHY 201,200 Level,3.96,3.96,5,9,5,42,61,4.0,3.98,Second Class Upper,Second Class Upper
Seun Hassan,250501305,CYBERSECURITY,PHY 205,200 Level,4.89,4.89,8,16,10,56,90,5.0,4.94,First Class,First Class
Seun Ikenna,250502246,COMPUTER SCIENCE,MTH 201,200 Level,1.09,1.09,8,5,5,38,56,3.0,2.04,Third Class,Second Class Lower
Seun Ikenna,250502573,ICT,GST 209,200 Level,4.38,4.38,4,17,10,26,57,3.0,3.69,Second Class Upper,Second Class Lower
Seun James,250501378,COMPUTER SCIENCE,CSC 201,200 Level,4.17,4.17,1,1,4,14,20,0.0,2.08,Third Class,Fail
Seun James,250501424,ICT,PHY 201,200 Level,0.76,0.76,8,20,10,22,60,4.0,2.38,Third Class,Second Class Lower
Seun James,250502918,ICT,MTH 201,200 Level,2.26,2.26,0,16,5,22,43,1.0,1.63,Third Class,Pass
Seun Kalu,250501578,CYBERSECURITY,CSC 201,200 Level,2.71,2.71,10,9,6,60,85,5.0,3.86,Second Class Upper,First Class
Seun Kalu,250502607,ICT,GST 209,200 Level,4.1,4.1,6,17,4,29,56,3.0,3.55,Second Class Upper,Second Class Lower
Seun Kalu,250501622,CYBERSECURITY,MTH 201,200 Level,2.17,2.17,4,9,4,52,69,4.0,3.08,Second Class Lower,Second Class Upper
Seun Kalu,250502825,ICT,PHY 205,200 Level,2.89,2.89,7,14,0,48,69,4.0,3.44,Second Class Lower,Second Class Upper
Seun Lawal,250502119,CYBERSECURITY,CHM 201,200 Level,1.08,1.08,10,11,9,3,33,0.0,0.54,Fail,Fail
Seun Lawal,250501406,CYBERSECURITY,CHM 201,200 Level,2.25,2.25,7,15,5,33,60,4.0,3.12,Second Class Lower,Second Class Upper
Seun Lawal,250502895,COMPUTER SCIENCE,MTH 223,200 Level,3.8,3.8,5,1,6,2,14,0.0,1.9,Third Class,Fail
Seun Madu,250502053,CYBERSECURITY,GST 211,200 Level,4.09,4.09,1,8,1,53,63,4.0,4.04,Second Class Upper,Second Class Upper
Seun Musa,250501716,ICT,GST 211,200 Level,4.24,4.24,10,19,1,3,33,0.0,2.12,Third Class,Fail
Seun Musa,250502667,ICT,GST 211,200 Level,4.69,4.69,9,14,0,53,76,5.0,4.85,First Class,First Class
Seun Musa,250502320,ICT,MTH 201,200 Level,1.61,1.61,2,17,5,44,68,4.0,2.8,Second Class Lower,Second Class Upper
Seun Nwachukwu,250501821,CYBERSECURITY,PHY 201,200 Level,0.52,0.52,6,11,0,12,29,0.0,0.26,Fail,Fail
Seun Nwachukwu,250501353,ICT,CHM 201,200 Level,1.23,1.23,7,14,9,11,41,1.0,1.12,Pass,Pass
Seun Nwachukwu,250501050,CYBERSECURITY,MTH 201,200 Level,4.86,4.86,4,7,1,35,47,2.0,3.43,Second Class Lower,Second Class Lower
Seun Nwosu,250502261,ICT,CHM 207,200 Level,4.09,4.09,8,14,8,57,87,5.0,4.54,First Class,First Class
Seun Obi,250502168,ICT,CSC 201,200 Level,0.53,0.53,6,6,3,32,47,2.0,1.27,Pass,Third Class
Seun Obi,250501414,CYBERSECURITY,GST 211,200 Level,3.34,3.34,0,2,10,10,22,0.0,1.67,Third Class,Fail
Seun Okafor,250502111,COMPUTER SCIENCE,MTH 223,200 Level,1.51,1.51,1,18,9,12,40,1.0,1.25,Pass,Pass
Seun Okafor,250502116,CYBERSECURITY,GST 211,200 Level,0.91,0.91,7,0,9,42,58,3.0,1.96,Third Class,Second Class Lower
Seun Okafor,250501914,COMPUTER SCIENCE,MTH 201,200 Level,2.98,2.98,3,7,8,37,55,3.0,2.99,Second Class Lower,Second Class Lower
Seun Okafor,250502454,ICT,MTH 223,200 Level,0.64,0.64,5,18,2,4,29,0.0,0.32,Fail,Fail
Seun Okonkwo,250501582,COMPUTER SCIENCE,MTH 223,200 Level,2.72,2.72,9,2,9,20,40,1.0,1.86,Third Class,Pass
Seun Okonkwo,250502694,COMPUTER SCIENCE,CHM 207,200 Level,2.15,2.15,5,5,4,31,45,2.0,2.08,Third Class,Third Class
Seun Okoro,250501465,ICT,MTH 223,200 Level,2.19,2.19,1,16,0,53,70,5.0,3.6,Second Class Upper,Second Class Upper
Seun Okoro,250502644,CYBERSECURITY,GST 209,200 Level,0.9,0.9,5,3,1,11,20,0.0,0.45,Fail,Fail
Seun Okoro,250501166,ICT,GST 209,200 Level,1.94,1.94,4,5,6,10,25,0.0,0.97,Fail,Fail
Seun Peters,250501115,COMPUTER SCIENCE,MTH 223,200 Level,4.42,4.42,0,6,9,11,26,0.0,2.21,Third Class,Fail
Seun Peters,250501559,CYBERSECURITY,PHY 205,200 Level,3.29,3.29,5,17,8,36,66,4.0,3.64,Second Class Upper,Second Class Upper
Seun Raji,250501956,COMPUTER SCIENCE,GST 209,200 Level,2.84,2.84,3,12,2,8,25,0.0,1.42,Pass,Fail
Seun Raji,250502690,COMPUTER SCIENCE,PHY 205,200 Level,1.29,1.29,2,11,7,26,46,2.0,1.64,Third Class,Third Class
Seun Usman,250501730,COMPUTER SCIENCE,GST 211,200 Level,1.24,1.24,1,8,1,29,39,0.0,0.62,Fail,Fail
Sola Adeola,250501946,ICT,CSC 201,200 Level,1.12,1.12,5,19,9,12,45,2.0,1.56,Third Class,Third Class
Sola Adeola,250501971,CYBERSECURITY,GST 211,200 Level,4.72,4.72,5,8,1,47,61,4.0,4.36,Second Class Upper,Second Class Upper
Sola Afolabi,250502994,COMPUTER SCIENCE,GST 209,200 Level,3.88,3.88,4,4,8,32,48,2.0,2.94,Second Class Lower,Third Class
Sola Afolabi,250502144,COMPUTER SCIENCE,PHY 205,200 Level,1.7,1.7,4,3,6,8,21,0.0,0.85,Fail,Fail
Sola Afolabi,250501527,ICT,PHY 201,200 Level,1.73,1.73,2,13,0,46,61,4.0,2.86,Second Class Lower,Second Class Upper
Sola Babatunde,250501105,COMPUTER SCIENCE,PHY 201,200 Level,1.62,1.62,7,4,6,16,33,0.0,0.81,Fail,Fail
Sola Babatunde,250502833,COMPUTER SCIENCE,PHY 205,200 Level,3.87,3.87,10,12,4,53,79,5.0,4.44,Second Class Upper,First Class
Sola Babatunde,250501453,CYBERSECURITY,GST 211,200 Level,4.58,4.58,8,0,3,37,48,2.0,3.29,Second Class Lower,Second Class Lower
Sola Babatunde,250502409,CYBERSECURITY,MTH 201,200 Level,4.41,4.41,0,8,1,28,37,0.0,2.2,Third Class,Fail
Sola Babatunde,250502521,ICT,CHM 201,200 Level,4.7,4.7,5,6,4,14,29,0.0,2.35,Third Class,Fail
Sola Babatunde,250501669,CYBERSECURITY,GST 211,200 Level,1.78,1.78,9,11,4,0,24,0.0,0.89,Fail,Fail
Sola Bello,250501487,COMPUTER SCIENCE,MTH 201,200 Level,1.76,1.76,8,16,5,0,29,0.0,0.88,Fail,Fail
Sola Bello,250502961,COMPUTER SCIENCE,CHM 207,200 Level,2.34,2.34,2,16,8,38,64,4.0,3.17,Second Class Lower,Second Class Upper
Sola Bello,250502317,ICT,CHM 207,200 Level,3.79,3.79,0,6,7,41,54,3.0,3.4,Second Class Lower,Second Class Lower
Sola Bello,250501596,COMPUTER SCIENCE,MTH 223,200 Level,3.5,3.5,5,19,9,55,88,5.0,4.25,Second Class Upper,First Class
Sola Chukwu,250502940,CYBERSECURITY,GST 209,200 Level,0.76,0.76,0,10,10,60,80,5.0,2.88,Second Class Lower,Second Class Upper
Sola Chukwu,250501435,CYBERSECURITY,PHY 205,200 Level,3.65,3.65,6,10,4,23,43,1.0,2.33,Third Class,Third Class
Sola Chukwu,250501023,COMPUTER SCIENCE,MTH 223,200 Level,2.15,2.15,6,11,9,45,71,5.0,3.58,Second Class Upper,Second Class Upper
Sola Danladi,250501457,COMPUTER SCIENCE,CSC 201,200 Level,2.61,2.61,0,14,6,10,30,0.0,1.3,Pass,Fail
Sola Danladi,250502394,CYBERSECURITY,PHY 205,200 Level,2.02,2.02,2,8,9,44,63,4.0,3.01,Second Class Lower,Second Class Upper
Sola Dikko,250501883,ICT,PHY 201,200 Level,0.97,0.97,8,13,4,27,52,3.0,1.98,Third Class,Second Class Lower
Sola Dikko,250501460,ICT,CSC 201,200 Level,1.03,1.03,1,2,2,42,47,2.0,1.52,Third Class,Third Class
