full_name,matric_number,age,gender,program,level,attendance_pct,test_scores,exam_scores,assignment_scores,gpa,study_hours_per_week,lms_activity,past_academic_record,class_participation,extracurricular,performance_score,performance_category
Adaeze Danjuma,STU/2023/0524,29,Male,Undergraduate,300,78.9,50.0,37.7,84.1,3.22,0.3,31.3,16.5,High,1 Activity,46.7,Pass
Precious Bello,STU/2020/0525,18,Female,Undergraduate,100,100.0,64.7,56.4,94.9,1.85,17.1,15.5,53.9,Low,2+ Activities,63.0,Good
Patience Mohammed,STU/2023/0526,22,Male,Undergraduate,200,100.0,66.9,69.2,96.1,2.59,17.5,97.2,89.8,High,None,80.7,Excellent
Patience Onyekwere,STU/2018/0527,23,Male,Undergraduate,400,69.0,65.1,50.4,43.2,3.56,11.8,45.5,60.7,High,2+ Activities,51.0,Average
Amina Bakare,STU/2021/0528,19,Female,Undergraduate,100,57.1,50.7,58.0,58.7,1.72,27.8,65.3,80.4,Medium,1 Activity,52.3,Average
Bello Onwudiwe,STU/2019/0529,28,Male,Undergraduate,100,82.5,67.1,55.2,55.4,2.73,21.9,97.9,36.5,Low,2+ Activities,65.6,Good
Mary Okonkwo,STU/2018/0530,17,Female,HND,100,65.3,83.3,25.4,71.3,4.75,1.2,65.6,65.7,Low,None,57.0,Average
Kayode Ofili,STU/2018/0531,27,Male,Undergraduate,500,79.1,35.9,48.1,70.3,2.86,12.6,100.0,45.9,Medium,1 Activity,56.1,Average
Aisha Ofili,STU/2021/0532,25,Female,HND,300,60.1,42.9,55.2,55.1,3.93,6.5,58.4,45.2,High,1 Activity,55.8,Average
Mercy Mohammed,STU/2019/0533,29,Male,Undergraduate,200,,58.5,57.1,53.7,3.51,,37.3,74.9,Medium,2+ Activities,58.9,Average
Dauda Anikulapo,STU/2021/0534,18,Female,Undergraduate,400,,39.0,20.4,48.0,2.72,13.8,0.0,57.6,Low,2+ Activities,36.1,Poor
Ike Okafor,STU/2021/0535,16,Male,Undergraduate,400,93.3,25.5,70.1,19.9,2.86,6.9,62.5,32.3,Low,1 Activity,44.1,Pass
Precious Eze,STU/2019/0536,23,Male,Undergraduate,200,61.4,77.7,57.6,42.9,3.15,27.6,0.0,62.0,Medium,1 Activity,51.1,Average
Mercy Lawal,STU/2018/0537,18,Male,Undergraduate,300,83.9,17.9,33.9,79.7,1.15,14.5,63.1,45.7,Medium,1 Activity,46.3,Pass
Sandra Nwachukwu,STU/2018/0538,27,Male,Undergraduate,400,49.2,50.8,91.0,89.9,3.85,10.7,91.5,31.1,Low,None,63.0,Good
Ifeoma Nwachukwu,STU/2023/0539,25,Male,Undergraduate,300,86.1,71.7,48.1,87.9,2.89,12.0,54.6,40.1,Low,None,65.4,Good
Sola Fashola,STU/2019/0540,22,Male,HND,100,54.6,62.8,49.4,80.5,3.88,,59.8,100.0,Medium,None,68.9,Good
Dauda Bakare,STU/2018/0541,25,Female,Postgraduate,400,76.7,51.0,67.8,47.8,3.35,21.3,77.9,84.2,Medium,1 Activity,55.9,Average
Loveth Lawal,STU/2022/0542,20,Male,Undergraduate,300,90.4,38.2,92.7,44.9,2.85,12.7,71.7,19.7,Medium,2+ Activities,62.4,Good
Yusuf Fashola,STU/2021/0543,25,Male,Undergraduate,200,68.4,64.2,68.6,34.2,3.18,6.1,84.0,56.2,High,2+ Activities,66.2,Good
Biodun Bakare,STU/2022/0544,20,Female,Undergraduate,200,53.5,40.2,71.5,55.1,3.18,7.3,54.5,57.7,Medium,None,48.9,Pass
Abdul Ibrahim,STU/2022/0545,29,Female,Undergraduate,100,80.9,62.8,35.0,66.5,4.33,10.1,0.0,54.7,Low,None,58.4,Average
Patience Aliyu,STU/2023/0546,22,Male,Undergraduate,100,56.9,60.5,56.7,47.9,3.06,18.1,84.4,46.7,Medium,None,57.1,Average
Rasheed Mohammed,STU/2023/0547,24,Male,Undergraduate,400,64.7,60.7,44.4,72.3,3.26,20.1,49.0,74.9,High,None,61.3,Good
Ike Bello,STU/2023/0548,27,Male,Undergraduate,100,76.8,46.5,69.1,76.1,1.86,8.2,33.0,78.9,High,None,52.5,Average
Nkechi Garba,STU/2022/0549,20,Female,Undergraduate,200,96.5,94.6,70.9,56.9,2.96,20.4,63.4,81.0,High,1 Activity,78.8,Excellent
Babatunde Chukwu,STU/2020/0550,16,Female,HND,300,72.5,64.4,87.7,42.2,4.31,6.7,59.7,66.6,Medium,1 Activity,61.9,Good
Sandra Aliyu,STU/2020/0551,25,Male,Undergraduate,100,72.4,53.0,11.8,88.5,3.39,9.1,36.3,72.2,High,1 Activity,54.0,Average
Anthonia Ibrahim,STU/2022/0552,25,Female,HND,500,85.3,62.8,42.4,65.6,2.03,,22.9,53.1,High,1 Activity,50.9,Average
Halima Nwachukwu,STU/2021/0553,16,Female,Undergraduate,100,72.9,44.1,81.0,98.0,2.12,2.2,66.7,28.5,Medium,None,61.8,Good
Musa Suleiman,STU/2022/0554,17,Female,Undergraduate,200,83.4,51.0,27.0,66.6,2.33,6.6,33.8,27.9,Low,1 Activity,41.7,Pass
Loveth Adeyemi,STU/2022/0555,29,Female,Undergraduate,200,91.4,100.0,71.1,67.8,3.9,13.8,57.9,43.0,High,2+ Activities,68.7,Good
Vivian Eze,STU/2023/0556,21,Male,Undergraduate,100,66.1,44.2,77.7,48.6,3.79,6.0,64.3,56.0,Medium,None,58.0,Average
Chidinma Okonkwo,STU/2023/0557,24,Male,Undergraduate,100,13.0,56.6,54.4,57.8,0.5,26.0,79.2,34.3,Low,None,40.8,Pass
Chidinma Obi,STU/2023/0558,23,Male,Undergraduate,400,57.3,49.8,26.6,38.5,2.93,6.5,100.0,37.4,Low,None,41.9,Pass
Uche Nwosu,STU/2020/0559,28,Male,Undergraduate,500,93.8,39.3,52.6,42.2,3.13,15.5,60.9,52.4,Medium,None,54.6,Average
Lanre Obi,STU/2022/0560,20,Female,Undergraduate,100,71.4,65.6,84.2,77.6,2.13,24.6,44.4,77.3,Medium,1 Activity,59.0,Average
Chukwuemeka Bello,STU/2021/0561,16,Female,Undergraduate,300,65.9,58.7,85.8,60.2,2.65,14.7,96.5,66.7,Low,None,67.3,Good
Blessing Abubakar,STU/2021/0562,28,Male,Undergraduate,400,93.0,74.4,59.2,57.8,4.2,11.1,81.2,42.7,Medium,1 Activity,66.5,Good
Rasheed Okeke,STU/2023/0563,22,Male,Undergraduate,400,70.2,72.6,35.5,52.4,3.37,15.2,59.2,60.9,High,None,58.3,Average
Rasheed Danjuma,STU/2023/0564,20,Male,Undergraduate,200,34.3,74.2,89.8,58.4,2.55,9.5,60.9,33.4,Medium,1 Activity,60.9,Good
Joy Anikulapo,STU/2022/0565,21,Female,Undergraduate,200,44.9,41.5,71.4,84.3,2.83,6.0,55.7,42.7,Low,None,55.9,Average
Sola Anikulapo,STU/2021/0566,28,Male,Undergraduate,200,79.5,69.5,36.8,67.5,2.79,18.9,59.1,26.9,Medium,1 Activity,50.8,Average
Stella Onwudiwe,STU/2022/0567,22,Male,HND,400,70.8,70.0,61.9,44.9,3.25,9.3,52.5,68.6,Low,None,61.1,Good
Segun Adeyemi,STU/2020/0568,18,Male,Undergraduate,400,98.2,39.6,60.9,82.5,1.71,21.5,30.6,54.3,Medium,None,56.9,Average
Lanre Mohammed,STU/2022/0569,27,Male,Postgraduate,100,58.8,52.3,42.3,94.3,2.4,20.4,55.2,56.8,Medium,2+ Activities,53.8,Average
Mercy Lawal,STU/2023/0570,25,Female,Undergraduate,200,66.4,31.8,62.0,73.4,3.93,15.3,98.9,76.1,High,1 Activity,60.4,Good
Gbemi Adeleke,STU/2018/0571,18,Female,Undergraduate,500,56.1,70.1,77.1,80.2,2.93,21.8,34.6,40.1,Medium,None,63.7,Good
Dauda Okeke,STU/2020/0572,20,Male,Undergraduate,400,,70.0,49.1,85.8,2.24,9.6,48.2,69.3,Low,1 Activity,57.2,Average
Ike Obi,STU/2021/0573,21,Female,Undergraduate,500,37.9,83.7,79.2,36.8,2.27,20.3,32.7,99.7,Medium,1 Activity,59.5,Average
Usman Onwudiwe,STU/2021/0574,24,Female,Undergraduate,400,65.1,53.9,19.9,96.7,3.65,20.2,83.9,40.4,Medium,1 Activity,63.3,Good
Femi Okeke,STU/2023/0575,28,Female,Postgraduate,200,71.1,66.1,99.4,83.7,2.53,11.6,75.7,28.7,High,1 Activity,64.9,Good
Ahmed Obi,STU/2023/0576,29,Male,Undergraduate,300,69.5,75.8,56.1,73.3,3.46,10.6,23.0,34.8,High,2+ Activities,63.4,Good
Mary Suleiman,STU/2020/0577,27,Male,Undergraduate,300,100.0,44.4,76.5,62.9,2.44,16.6,4.5,67.8,Low,None,56.3,Average
Halima Nwosu,STU/2023/0578,20,Male,Undergraduate,100,100.0,41.7,59.4,42.3,1.98,29.7,76.6,94.9,Low,1 Activity,60.7,Good
Oluwaseun Okeke,STU/2018/0579,16,Female,HND,300,,45.0,38.5,59.4,3.22,12.1,21.5,94.1,Low,None,53.9,Average
Ruth Adeleke,STU/2020/0580,29,Male,Undergraduate,400,35.2,51.7,54.3,72.6,2.91,10.4,75.7,76.9,High,2+ Activities,55.5,Average
Chiamaka Obi,STU/2023/0581,29,Male,Undergraduate,100,70.2,42.3,16.8,46.2,3.62,23.4,39.0,77.6,Low,2+ Activities,48.5,Pass
Rasheed Lawal,STU/2019/0582,29,Male,Undergraduate,400,78.8,45.8,68.8,63.8,3.8,14.5,72.4,69.3,Low,2+ Activities,66.6,Good
Patience Bello,STU/2018/0583,19,Female,Postgraduate,300,56.5,73.9,58.9,44.9,2.68,20.9,66.1,74.5,Medium,2+ Activities,61.5,Good
Ngozi Mohammed,STU/2020/0584,20,Male,HND,500,57.4,56.3,51.2,58.5,3.31,25.8,41.6,66.1,Low,2+ Activities,59.9,Average
Uche Suleiman,STU/2019/0585,27,Female,Undergraduate,100,100.0,63.5,70.1,42.0,2.65,0.0,33.0,44.0,Low,1 Activity,54.2,Average
Vivian Danjuma,STU/2022/0586,25,Female,HND,200,67.4,48.1,55.8,40.2,3.57,13.7,69.4,94.3,Medium,2+ Activities,53.3,Average
Ruth Nwachukwu,STU/2018/0587,25,Male,Postgraduate,300,83.9,46.9,67.1,70.8,3.21,12.2,37.7,86.7,Low,2+ Activities,55.4,Average
Chukwuemeka Adeleke,STU/2022/0588,20,Female,Undergraduate,200,55.3,63.1,74.2,55.1,2.44,6.3,82.7,44.5,Medium,None,55.4,Average
Halima Nwachukwu,STU/2019/0589,22,Male,Undergraduate,400,71.0,60.3,44.0,56.7,2.36,0.0,,73.0,High,1 Activity,49.7,Pass
Musa Okafor,STU/2021/0590,19,Female,Undergraduate,400,65.9,72.0,38.3,54.2,3.24,1.3,63.8,89.2,Low,1 Activity,53.2,Average
Segun Onyekwere,STU/2021/0591,16,Male,HND,100,59.8,81.4,20.5,100.0,4.05,14.8,45.2,68.4,Medium,2+ Activities,63.3,Good
Femi Aliyu,STU/2023/0592,29,Female,Undergraduate,300,92.8,45.6,57.5,75.3,3.81,9.7,55.1,55.9,High,2+ Activities,64.0,Good
Mary Okonkwo,STU/2021/0593,29,Female,Postgraduate,300,47.0,73.5,64.0,77.2,2.15,7.6,37.5,88.6,High,2+ Activities,58.1,Average
Aisha Nwosu,STU/2022/0594,20,Female,Undergraduate,200,77.4,38.6,28.5,51.8,2.25,14.8,50.5,65.1,Medium,2+ Activities,46.7,Pass
Gbenga Okafor,STU/2018/0595,22,Female,Postgraduate,500,65.6,95.3,83.4,73.6,2.38,8.5,0.0,47.4,Medium,1 Activity,66.9,Good
Sola Abubakar,STU/2022/0596,25,Male,Undergraduate,400,79.5,43.8,38.6,61.1,2.46,24.3,34.7,37.0,Low,None,44.8,Pass
Ibrahim Ofili,STU/2022/0597,25,Female,Undergraduate,300,65.9,70.4,12.9,51.7,1.37,9.0,40.3,1.4,Medium,None,42.8,Pass
Usman Danjuma,STU/2021/0598,21,Female,Postgraduate,400,,38.4,84.9,97.8,3.71,26.0,53.2,99.5,High,1 Activity,69.5,Good
Ifeoma Bakare,STU/2022/0599,20,Female,Postgraduate,200,55.1,55.3,15.5,74.7,2.59,13.8,87.3,43.3,Medium,1 Activity,53.8,Average
Biodun Danjuma,STU/2019/0600,19,Male,HND,500,92.8,85.8,74.3,73.9,3.42,8.8,37.6,79.3,Medium,1 Activity,70.5,Good
Chioma Aliyu,STU/2020/0601,17,Female,Undergraduate,300,71.5,43.3,69.4,48.5,2.72,8.2,90.3,41.6,Low,1 Activity,54.1,Average
Uche Onwudiwe,STU/2020/0602,19,Female,Undergraduate,400,48.1,97.7,61.4,43.4,2.98,26.1,33.5,63.3,Medium,2+ Activities,53.0,Average
Abdul Suleiman,STU/2020/0603,25,Female,Undergraduate,400,84.2,57.9,44.5,64.0,2.38,19.6,27.3,69.0,Medium,1 Activity,56.5,Average
Patience Garba,STU/2023/0604,25,Male,Undergraduate,200,68.4,75.6,65.1,55.3,2.97,7.9,7.9,35.2,Medium,2+ Activities,56.4,Average
Tunde Bakare,STU/2021/0605,18,Female,Undergraduate,400,41.3,65.3,76.0,75.4,2.22,15.0,70.2,79.1,Low,2+ Activities,60.5,Good
Vivian Onwudiwe,STU/2021/0606,25,Male,Undergraduate,100,78.0,66.2,35.3,76.5,2.98,0.0,57.2,56.0,Medium,1 Activity,54.6,Average
Sandra Okeke,STU/2020/0607,16,Female,Undergraduate,200,90.1,32.3,74.5,66.1,4.31,3.3,68.7,71.1,Medium,1 Activity,64.6,Good
Amina Bello,STU/2018/0608,23,Male,HND,200,95.1,49.5,73.6,79.1,3.47,8.0,58.3,89.1,Low,2+ Activities,69.0,Good
Patience Garba,STU/2023/0609,20,Female,Undergraduate,500,65.2,79.5,60.9,68.3,3.26,7.8,54.8,74.8,Low,1 Activity,63.4,Good
Biodun Aliyu,STU/2020/0610,28,Female,Undergraduate,400,74.6,51.8,44.2,50.2,1.81,23.7,62.1,58.1,Low,None,54.2,Average
Abdul Lawal,STU/2022/0611,19,Male,Undergraduate,400,72.9,60.5,73.7,61.6,3.51,0.0,100.0,98.9,Medium,None,61.2,Good
Wale Anikulapo,STU/2020/0612,23,Female,Undergraduate,400,98.8,30.1,65.2,67.3,3.6,2.6,43.2,59.1,Medium,None,54.1,Average
Sola Bakare,STU/2020/0613,22,Male,Undergraduate,300,,48.3,34.7,80.8,3.24,17.6,100.0,61.9,High,None,57.5,Average
Fatima Bakare,STU/2018/0614,17,Female,HND,500,,78.2,47.7,68.8,3.19,15.8,76.3,56.7,Low,None,62.1,Good
Aisha Okonkwo,STU/2021/0615,16,Female,HND,200,57.0,34.9,71.4,55.3,2.87,11.2,,35.5,High,None,53.9,Average
Nkechi Garba,STU/2021/0616,27,Female,HND,200,45.9,70.9,57.3,81.4,3.58,30.4,68.9,33.3,Medium,1 Activity,57.5,Average
Wale Garba,STU/2022/0617,26,Female,HND,100,76.5,61.2,76.7,71.5,4.26,18.9,0.0,48.9,Medium,2+ Activities,59.5,Average
Vivian Adeleke,STU/2020/0618,19,Female,Undergraduate,400,100.0,53.8,48.2,91.3,3.3,23.8,48.5,39.7,Low,1 Activity,61.7,Good
Chukwuemeka Ibrahim,STU/2019/0619,23,Male,Undergraduate,400,68.4,53.0,35.0,66.5,2.13,13.6,38.2,54.4,Low,2+ Activities,40.8,Pass
Tunde Adeyemi,STU/2022/0620,27,Male,Undergraduate,200,,49.2,98.9,47.4,2.19,9.7,100.0,76.5,High,2+ Activities,62.3,Good
Patience Onwudiwe,STU/2021/0621,17,Female,Undergraduate,100,75.4,50.8,21.4,85.0,3.65,9.7,46.5,51.8,Medium,1 Activity,52.4,Average
Wale Obi,STU/2018/0622,18,Female,Undergraduate,400,82.6,74.7,45.0,55.2,2.13,21.4,54.3,64.4,Medium,1 Activity,52.8,Average
Chioma Bakare,STU/2021/0623,27,Female,Undergraduate,100,69.2,50.2,60.6,70.0,3.18,20.2,53.8,49.9,Low,None,54.6,Average
Rasheed Aliyu,STU/2021/0624,16,Female,Undergraduate,400,97.3,90.5,74.7,68.2,2.69,12.3,22.3,100.0,High,2+ Activities,70.4,Good
Ike Bakare,STU/2018/0625,16,Male,Undergraduate,500,57.4,63.4,67.9,65.8,2.03,17.8,41.0,90.2,Low,2+ Activities,50.9,Average
Musa Chukwu,STU/2020/0626,28,Female,Undergraduate,200,,47.6,100.0,62.1,3.75,21.7,75.4,55.0,Medium,1 Activity,64.8,Good
Amina Onwudiwe,STU/2020/0627,18,Male,Undergraduate,100,77.3,75.5,52.6,36.9,3.64,9.5,1.7,65.4,Medium,None,52.7,Average
Abdul Bello,STU/2021/0628,26,Female,Undergraduate,400,79.1,69.2,37.5,48.0,1.78,,62.8,33.2,Medium,2+ Activities,48.7,Pass
Adaeze Lawal,STU/2022/0629,20,Male,Undergraduate,400,72.9,28.2,50.6,84.1,3.43,17.6,32.5,55.7,Medium,None,52.3,Average
Joy Fashola,STU/2019/0630,27,Male,Undergraduate,300,49.0,39.4,48.6,72.3,3.3,0.0,87.5,48.0,Medium,None,56.0,Average
Blessing Onyekwere,STU/2022/0631,18,Male,Postgraduate,500,100.0,55.9,53.6,97.5,3.75,17.7,64.9,74.9,High,2+ Activities,73.3,Good
Bello Fashola,STU/2023/0632,16,Male,Undergraduate,100,67.8,29.5,35.4,47.4,3.15,5.0,17.0,41.4,High,1 Activity,39.0,Poor
Adaeze Okafor,STU/2022/0633,16,Female,Undergraduate,300,74.0,95.6,70.7,64.5,4.28,21.5,44.6,93.2,High,1 Activity,68.8,Good
Babatunde Mohammed,STU/2021/0634,23,Male,Postgraduate,400,83.1,72.8,62.4,84.8,2.89,31.2,66.3,58.7,Low,2+ Activities,66.2,Good
Loveth Adeyemi,STU/2021/0635,25,Male,Undergraduate,400,60.5,57.8,29.7,55.4,2.76,8.4,47.4,42.6,High,1 Activity,52.0,Average
Ahmed Bello,STU/2019/0636,26,Male,Undergraduate,100,73.0,51.8,74.4,56.7,2.12,3.2,58.6,60.6,Low,1 Activity,45.8,Pass
Dauda Anikulapo,STU/2019/0637,27,Male,Undergraduate,400,59.8,47.2,38.8,60.0,2.16,12.6,54.5,74.7,Low,None,46.7,Pass
Kayode Ofili,STU/2019/0638,28,Male,Undergraduate,300,79.5,22.6,31.3,57.4,2.08,11.9,76.7,70.4,High,None,43.4,Pass
Abdul Onwudiwe,STU/2021/0639,28,Male,Postgraduate,200,67.0,26.8,56.7,74.0,3.2,19.3,66.0,63.1,High,2+ Activities,60.5,Good
Chukwuemeka Okeke,STU/2021/0640,27,Female,Postgraduate,100,76.8,92.2,19.8,34.7,2.76,15.9,53.8,77.6,Medium,1 Activity,56.3,Average
Lanre Garba,STU/2022/0641,29,Female,Undergraduate,400,53.2,86.3,66.8,92.9,3.3,11.6,55.4,76.3,High,None,61.8,Good
Ruth Fashola,STU/2021/0642,17,Female,Undergraduate,100,57.1,47.6,0.0,48.7,1.91,14.7,27.9,76.4,High,None,40.9,Pass
Ruth Adeyemi,STU/2023/0643,28,Male,Undergraduate,200,47.4,74.3,34.4,29.0,2.23,5.0,91.7,54.5,Medium,1 Activity,36.7,Poor
Anthonia Eze,STU/2020/0644,18,Male,Undergraduate,200,59.2,67.1,86.5,64.8,2.21,20.6,100.0,54.3,Medium,1 Activity,66.9,Good
Fatima Danjuma,STU/2020/0645,17,Female,Undergraduate,400,25.7,69.2,41.3,58.6,4.95,26.9,46.7,55.9,High,1 Activity,59.7,Average
Adaeze Okeke,STU/2019/0646,18,Male,Undergraduate,300,66.5,32.3,44.8,62.0,2.85,4.4,,50.1,Low,1 Activity,53.2,Average
Bello Okafor,STU/2021/0647,22,Male,Undergraduate,400,62.4,25.5,80.5,70.3,2.94,1.4,80.4,62.1,Low,None,55.3,Average
Loveth Obi,STU/2023/0648,16,Male,Undergraduate,200,74.7,79.3,39.1,76.0,2.93,10.8,80.2,59.9,High,1 Activity,58.5,Average
Blessing Anikulapo,STU/2020/0649,25,Male,Undergraduate,300,72.8,22.4,70.3,93.7,4.4,4.2,59.5,93.1,Medium,2+ Activities,58.7,Average
Usman Okafor,STU/2022/0650,23,Male,Undergraduate,300,94.6,55.3,78.5,53.3,1.55,3.8,30.6,49.9,Low,None,59.5,Average
Mercy Chukwu,STU/2018/0651,28,Male,Undergraduate,400,100.0,51.4,64.6,78.2,2.95,2.8,100.0,40.3,Medium,1 Activity,70.1,Good
Femi Suleiman,STU/2022/0652,25,Female,Postgraduate,500,92.5,49.7,26.1,77.1,1.54,12.5,72.0,72.9,Medium,1 Activity,49.4,Pass
Segun Anikulapo,STU/2018/0653,25,Female,Undergraduate,100,63.8,63.7,42.9,20.1,0.86,10.7,60.5,61.4,High,1 Activity,42.6,Pass
Musa Eze,STU/2023/0654,25,Female,Undergraduate,300,63.1,45.8,100.0,50.8,2.34,17.0,36.9,46.3,Medium,None,62.4,Good
Sola Okeke,STU/2022/0655,29,Female,HND,100,87.6,65.1,45.2,43.1,3.37,9.5,56.4,75.6,Medium,2+ Activities,59.6,Average
Usman Adeleke,STU/2020/0656,17,Female,Undergraduate,300,41.7,60.5,100.0,72.6,2.28,4.3,9.6,54.4,High,1 Activity,57.6,Average
Kayode Okeke,STU/2021/0657,18,Female,Undergraduate,200,66.3,95.8,89.2,70.7,3.36,13.9,73.5,90.5,High,2+ Activities,72.2,Good
Anthonia Okonkwo,STU/2018/0658,24,Female,Undergraduate,200,67.7,33.1,65.4,71.1,3.1,5.5,79.6,41.0,Medium,None,50.9,Average
Ifeoma Nwosu,STU/2021/0659,22,Male,Undergraduate,200,82.5,58.5,60.9,59.8,2.87,18.1,60.7,48.4,High,1 Activity,63.3,Good
Bello Mohammed,STU/2023/0660,19,Male,Undergraduate,300,83.0,65.8,45.7,61.5,4.14,0.7,31.0,62.6,Medium,2+ Activities,56.4,Average
Fatima Abubakar,STU/2021/0661,25,Male,Undergraduate,200,58.6,53.4,53.2,64.5,2.46,0.0,66.3,87.2,Low,1 Activity,50.2,Average
Joy Suleiman,STU/2020/0662,20,Female,Undergraduate,400,64.5,33.9,41.2,58.2,3.34,1.1,74.7,45.7,Low,1 Activity,49.6,Pass
Chioma Nwachukwu,STU/2023/0663,17,Female,HND,200,80.0,80.6,53.7,78.2,1.38,,36.4,67.5,Medium,1 Activity,58.2,Average
Precious Bello,STU/2019/0664,28,Male,Undergraduate,100,57.6,64.1,27.8,46.8,3.09,11.7,78.3,36.7,Medium,None,49.6,Pass
Precious Adeleke,STU/2019/0665,26,Female,Undergraduate,400,93.7,35.2,26.7,51.7,2.77,15.1,68.1,78.3,Medium,1 Activity,47.5,Pass
Bello Ofili,STU/2018/0666,28,Male,HND,200,83.0,65.9,81.0,67.1,1.94,9.5,48.1,47.0,Medium,None,58.7,Average
Mary Fashola,STU/2020/0667,23,Female,Undergraduate,200,75.1,88.6,22.8,58.7,3.36,7.2,41.1,72.4,Low,None,51.1,Average
Usman Bakare,STU/2021/0668,19,Male,HND,300,79.0,57.3,72.7,46.2,2.33,25.5,50.5,73.4,Low,1 Activity,60.5,Good
Vivian Okonkwo,STU/2022/0669,24,Male,Undergraduate,200,63.6,58.0,17.1,74.0,4.56,23.4,30.7,23.7,Medium,None,52.3,Average
Kayode Chukwu,STU/2022/0670,20,Male,Postgraduate,100,60.7,86.2,67.6,55.3,0.81,21.9,61.5,64.2,Low,2+ Activities,58.2,Average
Usman Ibrahim,STU/2023/0671,28,Male,Undergraduate,200,64.4,40.5,50.8,50.6,3.22,16.5,69.0,49.9,Medium,2+ Activities,47.7,Pass
Fatima Nwosu,STU/2018/0672,24,Male,Postgraduate,500,81.0,89.1,81.4,62.0,3.04,17.1,84.2,70.0,Medium,1 Activity,73.9,Good
Chidinma Bakare,STU/2018/0673,19,Male,HND,300,75.6,75.5,48.4,49.8,2.75,7.6,62.4,42.5,Medium,2+ Activities,56.9,Average
Rasheed Ofili,STU/2018/0674,25,Female,Undergraduate,300,64.4,41.4,14.8,64.4,2.52,15.2,64.8,48.4,Medium,2+ Activities,47.3,Pass
Lanre Nwosu,STU/2020/0675,20,Female,Undergraduate,300,85.5,46.0,51.2,58.9,3.06,6.5,48.3,84.0,Medium,None,55.3,Average
Amina Mohammed,STU/2022/0676,24,Male,Undergraduate,100,68.9,48.6,58.2,56.3,3.96,5.6,33.1,82.4,High,2+ Activities,57.7,Average
Kola Suleiman,STU/2023/0677,23,Female,Undergraduate,200,59.5,25.0,52.4,56.4,1.5,1.1,44.3,40.1,High,None,33.2,Poor
Yusuf Obi,STU/2020/0678,18,Female,Undergraduate,400,76.6,62.7,66.5,81.9,2.27,17.2,90.7,95.9,High,1 Activity,70.4,Good
Grace Ibrahim,STU/2023/0679,16,Male,Undergraduate,100,53.8,42.2,43.7,71.3,2.05,15.3,70.9,8.4,Medium,1 Activity,41.7,Pass
Fatima Mohammed,STU/2020/0680,18,Male,Undergraduate,200,41.6,63.3,29.7,35.9,2.01,11.6,65.2,64.3,Low,1 Activity,46.0,Pass
Emeka Adeyemi,STU/2021/0681,19,Male,Undergraduate,200,71.9,34.8,35.0,80.0,3.31,10.5,9.6,34.3,Medium,None,46.9,Pass
Grace Eze,STU/2020/0682,17,Male,Undergraduate,200,60.2,74.6,44.7,73.8,3.53,0.0,62.8,67.4,High,None,51.9,Average
Joy Okafor,STU/2020/0683,16,Female,Undergraduate,500,67.4,71.3,44.5,72.8,3.96,16.1,21.8,54.8,Low,1 Activity,57.6,Average
Halima Aliyu,STU/2021/0684,22,Male,Undergraduate,100,54.6,45.3,100.0,80.1,3.54,11.5,23.5,39.6,Low,1 Activity,55.7,Average
Wale Danjuma,STU/2019/0685,23,Female,Undergraduate,300,93.8,64.5,80.1,65.3,3.62,21.2,26.3,45.3,Low,2+ Activities,70.4,Good
Gbemi Adeleke,STU/2021/0686,22,Female,Undergraduate,100,60.1,59.5,68.7,75.5,1.73,15.2,35.7,44.3,Medium,1 Activity,52.9,Average
Bello Chukwu,STU/2018/0687,29,Male,Undergraduate,500,64.2,84.7,63.9,57.1,4.34,19.6,75.8,61.5,Medium,None,62.6,Good
Gbemi Onyekwere,STU/2019/0688,20,Female,Undergraduate,100,78.8,39.4,61.0,79.4,2.81,13.9,60.7,79.5,Low,None,59.9,Average
Wale Garba,STU/2022/0689,27,Male,Undergraduate,200,47.2,55.3,61.1,68.7,3.93,15.5,31.4,99.2,High,1 Activity,58.7,Average
Patience Lawal,STU/2023/0690,16,Female,Undergraduate,400,45.9,46.5,58.3,41.6,1.76,21.4,40.5,56.6,Medium,1 Activity,47.5,Pass
Uche Okonkwo,STU/2020/0691,22,Male,Postgraduate,400,,58.8,55.8,82.6,2.78,12.5,67.5,66.0,Medium,None,59.9,Average
Grace Suleiman,STU/2019/0692,28,Female,Undergraduate,200,64.0,67.6,13.2,62.8,3.85,17.8,72.4,83.7,Medium,None,58.0,Average
Ruth Eze,STU/2022/0693,22,Female,Undergraduate,200,55.8,46.3,47.6,60.4,3.03,,58.3,51.0,Low,None,47.4,Pass
Gbenga Adeleke,STU/2021/0694,24,Male,Undergraduate,200,82.9,51.4,50.2,57.5,2.32,13.0,26.3,44.3,Medium,None,43.8,Pass
Gbemi Suleiman,STU/2021/0695,18,Female,Postgraduate,200,57.4,75.4,40.0,58.7,4.18,26.7,44.7,99.0,Medium,1 Activity,56.0,Average
Halima Lawal,STU/2018/0696,24,Female,HND,100,67.1,82.4,43.9,68.9,1.95,19.1,100.0,56.4,Medium,2+ Activities,61.7,Good
Uche Garba,STU/2018/0697,29,Female,Undergraduate,200,55.9,66.9,61.0,48.2,2.98,9.7,24.7,64.3,High,1 Activity,51.1,Average
Yusuf Nwosu,STU/2019/0698,16,Female,Undergraduate,200,77.5,55.5,70.4,38.3,3.58,17.4,64.4,27.9,Medium,2+ Activities,63.2,Good
