full_name,matric_number,age,gender,program,level,attendance_pct,test_scores,exam_scores,assignment_scores,gpa,study_hours_per_week,lms_activity,past_academic_record,class_participation,extracurricular,performance_score,performance_category,study_bucket,score_composite,engagement_index,academic_consistency,class_participation_enc,extracurricular_enc,gender_enc,level_enc
Gbenga Nwachukwu,STU/2018/1124,24,Female,Undergraduate,200,66.6,45.0,71.2,67.3,3.91,18.6,36.0,87.7,High,2+ Activities,65.1,Good,"(15, 20]",61.06,44.18,0.688,2,2.0,1,2
Aisha Chukwu,STU/2022/1125,16,Female,Undergraduate,200,88.4,57.9,69.5,72.3,3.77,11.4,35.4,62.7,Medium,1 Activity,62.8,Good,"(10, 15]",66.14,48.02,1.038,1,1.0,1,2
Patience Lawal,STU/2020/1126,28,Male,HND,100,60.0,37.7,49.8,81.9,3.04,25.0,13.4,56.5,Low,1 Activity,45.9,Pass,"(20, 25]",53.59,33.03,0.932,0,1.0,0,1
Musa Obi,STU/2022/1127,19,Female,Undergraduate,300,79.8,42.5,48.2,61.1,2.75,22.2,42.7,54.4,High,,52.7,Average,"(20, 25]",49.43,52.69,0.892,2,,1,3
Tunde Ofili,STU/2020/1128,24,Male,Undergraduate,200,66.5,50.4,79.3,64.2,3.03,13.0,49.2,11.0,Medium,,50.9,Average,"(10, 15]",65.41,48.88,5.451,1,,0,2
Stella Anikulapo,STU/2023/1129,19,Male,Postgraduate,500,58.6,63.3,54.7,62.0,2.35,12.0,56.9,78.5,Medium,,55.0,Average,"(10, 15]",59.54,50.03,0.749,1,,0,5
Chukwuemeka Bakare,STU/2022/1130,25,Male,Undergraduate,300,66.1,90.9,60.2,65.6,2.86,14.2,72.4,45.9,Medium,,66.5,Good,,72.3,60.76,1.542,1,,0,3
Ngozi Bakare,STU/2023/1131,18,Male,Undergraduate,300,78.1,49.3,83.0,56.3,2.56,13.9,70.6,79.2,Medium,,59.5,Average,"(10, 15]",64.53,63.36,0.805,1,,0,3
Ngozi Obi,STU/2021/1132,24,Female,Postgraduate,200,88.5,66.3,100.0,56.2,2.91,14.2,83.4,93.5,Medium,,69.8,Good,,77.26,72.98,0.818,1,,1,2
Fatima Bello,STU/2018/1133,28,Male,Undergraduate,100,67.5,28.7,44.5,57.3,2.59,11.6,32.8,48.4,High,2+ Activities,46.6,Pass,"(10, 15]",42.17,40.52,0.854,2,2.0,0,1
Femi Garba,STU/2023/1134,17,Male,Postgraduate,100,50.3,77.1,50.6,67.7,3.47,19.3,55.8,47.3,Low,1 Activity,61.6,Good,"(15, 20]",64.15,49.42,1.328,0,1.0,0,1
Fatima Bakare,STU/2020/1135,19,Female,Postgraduate,200,90.0,27.0,56.5,50.6,3.74,24.5,30.0,80.2,Low,1 Activity,54.2,Average,"(20, 25]",44.7,50.17,0.55,0,1.0,1,2
Ike Okonkwo,STU/2021/1136,21,Female,HND,100,55.8,72.4,56.9,57.3,2.66,21.7,65.4,50.6,Low,2+ Activities,55.7,Average,"(20, 25]",62.42,56.67,1.21,0,2.0,1,1
Tunde Aliyu,STU/2020/1137,17,Male,Undergraduate,300,76.7,56.5,62.5,95.7,2.27,16.7,100.0,86.3,Medium,,68.1,Good,"(15, 20]",68.7,78.58,0.787,1,,0,3
Ibrahim Chukwu,STU/2019/1138,23,Female,Undergraduate,400,71.6,55.8,45.2,80.2,3.64,25.7,56.5,46.2,Low,1 Activity,57.8,Average,"(25, 30]",57.66,58.3,1.222,0,1.0,1,4
Yusuf Adeyemi,STU/2019/1139,23,Male,Undergraduate,400,69.1,52.6,29.7,48.7,3.17,17.4,56.5,88.8,Low,1 Activity,42.0,Pass,"(15, 20]",42.46,54.78,0.473,0,1.0,0,4
Ahmed Anikulapo,STU/2018/1140,16,Female,Undergraduate,300,63.2,34.6,90.1,79.7,2.67,13.3,81.2,53.9,Low,,58.7,Average,"(10, 15]",68.08,63.99,1.24,0,,1,3
Kayode Adeleke,STU/2021/1141,27,Female,HND,100,83.2,35.5,67.2,75.7,4.24,14.2,32.7,66.6,Low,1 Activity,59.5,Average,,58.23,46.04,0.861,0,1.0,1,1
Ike Onwudiwe,STU/2021/1142,18,Female,Undergraduate,400,10.0,73.1,46.6,63.2,2.49,19.8,56.5,79.6,Medium,,51.2,Average,"(15, 20]",60.02,37.85,0.745,1,,1,4
Femi Fashola,STU/2019/1143,25,Male,Undergraduate,400,92.5,58.2,63.7,53.0,1.21,24.4,46.0,70.2,Low,,54.6,Average,"(20, 25]",59.1,58.88,0.83,0,,0,4
Anthonia Fashola,STU/2018/1144,24,Male,Postgraduate,100,55.6,52.5,91.7,51.0,2.36,14.2,52.0,81.4,Medium,,48.5,Pass,,67.81,47.41,0.823,1,,0,1
Dauda Chukwu,STU/2023/1145,20,Male,Undergraduate,400,71.4,66.0,39.2,68.8,4.46,7.1,45.2,30.9,Medium,2+ Activities,52.6,Average,"(5, 10]",55.98,46.39,1.755,1,2.0,0,4
Ruth Adeleke,STU/2019/1146,21,Male,Undergraduate,200,71.4,59.8,59.2,50.6,2.71,7.5,49.4,51.9,Low,1 Activity,49.9,Pass,"(5, 10]",57.26,48.62,1.082,0,1.0,0,2
Adaeze Garba,STU/2021/1147,19,Male,Undergraduate,400,94.9,43.7,27.2,83.7,2.54,15.5,83.9,61.3,Medium,1 Activity,55.3,Average,"(15, 20]",47.1,75.59,0.756,1,1.0,0,4
Ifeoma Fashola,STU/2020/1148,25,Female,HND,500,75.6,100.0,52.6,88.5,3.02,28.6,56.5,44.7,High,1 Activity,74.2,Good,"(25, 30]",78.17,60.46,1.711,2,1.0,1,5
Ibrahim Obi,STU/2021/1149,17,Male,Undergraduate,100,57.1,71.3,67.3,64.3,3.91,4.9,40.0,79.4,High,,54.9,Average,"(0, 5]",67.95,38.76,0.845,2,,0,1
Adaeze Suleiman,STU/2018/1150,26,Male,HND,400,43.1,60.3,32.7,84.4,2.93,21.2,56.7,49.8,Low,1 Activity,49.5,Pass,"(20, 25]",55.28,48.35,1.088,0,1.0,0,4
Blessing Ibrahim,STU/2021/1151,23,Female,Undergraduate,300,65.7,48.8,51.3,58.0,3.53,4.4,1.9,44.7,High,1 Activity,49.6,Pass,"(0, 5]",52.1,22.13,1.14,2,1.0,1,3
Gbenga Okeke,STU/2022/1152,26,Male,Postgraduate,500,36.8,75.1,71.0,52.9,2.83,30.9,34.6,78.8,Medium,,54.3,Average,"(30, 35]",67.91,38.64,0.851,1,,0,5
Anthonia Bello,STU/2021/1153,28,Female,Postgraduate,200,60.7,43.8,66.8,83.7,3.54,1.2,86.2,39.1,Low,1 Activity,58.7,Average,"(0, 5]",62.97,61.71,1.57,0,1.0,1,2
Ike Ibrahim,STU/2022/1154,21,Male,Undergraduate,400,66.7,42.3,31.8,91.9,3.16,19.9,51.4,40.1,Low,,54.5,Average,"(15, 20]",50.5,52.34,1.229,0,,0,4
Halima Lawal,STU/2019/1155,20,Male,Undergraduate,100,59.6,88.5,62.5,98.4,2.64,21.0,43.0,70.2,Medium,,63.5,Good,"(20, 25]",80.57,46.38,1.132,1,,0,1
Tunde Adeyemi,STU/2023/1156,24,Male,Undergraduate,200,72.8,58.6,66.2,70.7,3.23,19.0,59.3,86.9,Medium,2+ Activities,64.7,Good,"(15, 20]",64.67,57.82,0.736,1,2.0,0,2
Patience Adeyemi,STU/2022/1157,16,Male,Postgraduate,100,67.8,44.3,57.2,79.7,2.51,7.0,73.4,63.2,Medium,1 Activity,55.1,Average,"(5, 10]",58.31,59.37,0.908,1,1.0,0,1
Adaeze Okafor,STU/2021/1158,20,Female,Undergraduate,500,66.1,58.1,76.8,70.3,1.76,5.5,88.2,27.7,Medium,1 Activity,52.9,Average,"(5, 10]",68.63,65.76,2.391,1,1.0,1,5
Emeka Chukwu,STU/2023/1159,21,Male,Undergraduate,400,28.4,73.3,43.2,88.9,2.98,24.2,43.7,73.7,Low,1 Activity,55.6,Average,"(20, 25]",65.16,38.44,0.872,0,1.0,0,4
Rasheed Onwudiwe,STU/2023/1160,20,Female,Undergraduate,400,48.7,69.2,63.2,72.4,1.84,22.4,44.3,48.1,Medium,1 Activity,57.5,Average,"(20, 25]",67.6,44.23,1.377,1,1.0,1,4
Emeka Okafor,STU/2021/1161,21,Male,Undergraduate,500,83.6,75.5,31.7,78.7,3.54,22.3,49.4,82.4,Medium,1 Activity,67.7,Good,"(20, 25]",58.78,57.21,0.705,1,1.0,0,5
Ike Anikulapo,STU/2021/1162,21,Male,Undergraduate,100,86.5,35.5,23.0,45.7,2.97,23.2,80.7,52.4,Medium,1 Activity,54.3,Average,"(20, 25]",33.05,74.03,0.619,1,1.0,0,1
Mercy Fashola,STU/2018/1163,22,Female,Undergraduate,200,38.9,75.1,70.6,61.1,4.28,1.7,56.4,82.9,High,1 Activity,59.9,Average,"(0, 5]",69.8,40.44,0.832,2,1.0,1,2
Grace Nwachukwu,STU/2019/1164,19,Male,Undergraduate,100,57.3,54.8,55.4,78.8,2.7,1.5,100.0,51.6,High,2+ Activities,55.3,Average,"(0, 5]",61.04,67.69,1.16,2,2.0,0,1
Ngozi Ibrahim,STU/2022/1165,29,Female,HND,100,91.3,59.6,45.7,77.3,2.98,8.6,51.0,46.2,High,2+ Activities,59.3,Average,"(5, 10]",58.46,55.76,1.239,2,2.0,1,1
Amina Okeke,STU/2020/1166,26,Female,Undergraduate,100,71.4,79.8,33.7,80.3,1.68,10.2,56.5,21.6,Medium,1 Activity,52.1,Average,"(10, 15]",61.48,53.07,2.72,1,1.0,1,1
Blessing Fashola,STU/2022/1167,29,Female,Undergraduate,200,70.0,70.6,71.5,67.1,2.01,9.3,32.7,46.8,Medium,2+ Activities,62.7,Good,"(5, 10]",70.09,40.45,1.466,1,2.0,1,2
Joy Lawal,STU/2021/1168,29,Female,HND,200,98.0,64.3,24.8,53.9,1.49,16.2,20.3,63.5,Medium,1 Activity,48.0,Pass,"(15, 20]",45.9,44.95,0.712,1,1.0,1,2
Bello Fashola,STU/2020/1169,29,Male,Postgraduate,100,71.4,22.3,74.9,64.0,3.97,22.9,52.5,62.0,Medium,1 Activity,57.6,Average,"(20, 25]",53.76,55.3,0.853,1,1.0,0,1
Babatunde Bello,STU/2020/1170,23,Male,HND,100,62.9,57.2,64.0,65.8,2.59,11.6,83.5,72.2,Medium,,60.5,Good,"(10, 15]",62.07,64.49,0.848,1,,0,1
Mary Mohammed,STU/2022/1171,22,Male,Undergraduate,100,69.2,43.9,25.8,69.1,4.19,7.5,43.1,84.9,High,1 Activity,52.9,Average,"(5, 10]",42.96,44.81,0.5,2,1.0,0,1
Joy Garba,STU/2022/1172,24,Female,Undergraduate,500,100.0,70.8,57.5,48.5,0.59,20.5,39.6,60.6,Medium,2+ Activities,55.6,Average,"(20, 25]",59.9,56.63,0.972,1,2.0,1,5
Chiamaka Abubakar,STU/2022/1173,22,Female,Undergraduate,400,80.0,75.8,100.0,60.5,4.39,11.7,80.6,61.4,Low,2+ Activities,75.5,Excellent,"(10, 15]",81.66,68.2,1.309,0,2.0,1,4
Ike Garba,STU/2022/1174,18,Male,Postgraduate,500,72.3,52.6,78.8,63.5,2.94,14.9,72.6,82.3,High,2+ Activities,63.0,Good,"(10, 15]",65.81,62.96,0.79,2,2.0,0,5
Yusuf Obi,STU/2019/1175,18,Female,Undergraduate,200,62.6,46.0,38.4,26.9,3.31,11.3,35.2,64.6,High,,40.7,Pass,"(10, 15]",38.18,40.15,0.582,2,,1,2
Usman Garba,STU/2018/1176,23,Male,Undergraduate,200,81.7,86.0,69.3,79.2,2.04,16.7,33.7,41.5,Medium,1 Activity,70.8,Good,"(15, 20]",77.62,46.93,1.826,1,1.0,0,2
Ifeoma Aliyu,STU/2018/1177,20,Female,Undergraduate,400,83.9,47.1,26.7,67.8,3.47,5.9,75.7,49.6,Medium,,48.1,Pass,"(5, 10]",44.11,64.99,0.872,1,,1,4
Halima Mohammed,STU/2022/1178,19,Male,Undergraduate,200,71.4,36.5,27.6,69.5,2.66,19.8,14.2,17.4,Low,,47.1,Pass,"(15, 20]",41.19,35.12,2.239,0,,0,2
Sola Eze,STU/2018/1179,23,Female,Undergraduate,200,84.4,43.0,53.7,56.2,1.93,13.7,82.0,41.3,Medium,1 Activity,53.4,Average,"(10, 15]",50.58,70.89,1.196,1,1.0,1,2
Vivian Eze,STU/2022/1180,21,Female,Undergraduate,100,69.3,48.0,66.0,75.0,1.91,7.9,72.3,26.2,Low,1 Activity,51.3,Average,"(5, 10]",61.95,59.57,2.278,0,1.0,1,1
Abdul Garba,STU/2022/1181,17,Male,Undergraduate,100,72.4,42.5,71.2,50.9,1.9,18.2,0.0,67.0,Low,1 Activity,51.4,Average,"(15, 20]",56.08,27.79,0.825,0,1.0,0,1
Wale Bello,STU/2022/1182,19,Male,Undergraduate,200,56.1,73.2,71.5,53.5,3.34,7.9,55.4,84.2,Medium,1 Activity,63.6,Good,"(5, 10]",67.6,47.16,0.793,1,1.0,0,2
Mercy Bello,STU/2023/1183,27,Male,HND,200,64.8,18.4,64.9,75.7,2.43,8.2,5.5,41.2,Medium,,52.8,Average,"(5, 10]",51.32,24.92,1.216,1,,0,2
Ike Nwachukwu,STU/2019/1184,26,Male,Postgraduate,300,53.5,42.1,22.7,71.1,1.52,4.4,24.9,41.9,Medium,,32.6,Poor,"(0, 5]",41.59,29.97,0.969,1,,0,3
Ibrahim Nwachukwu,STU/2021/1185,19,Male,HND,100,52.6,57.1,53.8,43.3,3.33,0.4,42.4,78.9,High,2+ Activities,50.7,Average,"(0, 5]",52.33,37.11,0.655,2,2.0,0,1
Babatunde Fashola,STU/2018/1186,21,Female,Postgraduate,100,78.8,61.8,74.4,91.8,1.04,18.3,23.3,51.0,Low,,63.5,Good,"(15, 20]",74.34,41.39,1.43,0,,1,1
Amina Mohammed,STU/2018/1187,21,Female,Undergraduate,400,71.4,88.5,63.9,52.1,4.2,14.2,100.0,65.1,Medium,,71.5,Good,,69.56,76.15,1.052,1,,1,4
Femi Bakare,STU/2019/1188,16,Female,Undergraduate,100,48.6,85.8,58.6,62.7,4.79,10.4,76.6,74.9,Medium,2+ Activities,68.4,Good,"(10, 15]",69.14,56.35,0.911,1,2.0,1,1
Rasheed Ibrahim,STU/2019/1189,29,Male,Undergraduate,200,100.0,29.2,61.6,94.7,1.82,7.6,89.2,45.8,Low,2+ Activities,64.0,Good,"(5, 10]",58.54,77.13,1.251,0,2.0,0,2
Uche Anikulapo,STU/2022/1190,23,Female,Undergraduate,400,51.8,23.7,61.3,30.0,3.95,0.0,51.5,46.2,Medium,1 Activity,43.7,Pass,,40.32,41.29,0.854,1,1.0,1,4
Ibrahim Aliyu,STU/2022/1191,21,Female,Undergraduate,100,91.7,58.4,15.7,36.0,3.31,0.0,55.8,49.9,Medium,,35.7,Poor,,35.72,55.41,0.702,1,,1,1
Anthonia Mohammed,STU/2023/1192,18,Male,Undergraduate,100,45.4,45.9,78.1,72.5,2.55,19.8,56.5,28.9,Medium,,56.0,Average,"(15, 20]",65.43,48.47,2.188,1,,0,1
Chidinma Okeke,STU/2023/1193,29,Female,Undergraduate,200,80.2,36.5,52.8,22.9,2.59,0.0,56.5,69.7,High,2+ Activities,54.6,Average,,39.62,52.31,0.56,2,2.0,1,2
Loveth Bakare,STU/2021/1194,24,Female,Undergraduate,200,67.5,58.3,69.2,30.3,3.59,4.8,70.3,72.0,Medium,2+ Activities,57.6,Average,"(0, 5]",55.66,57.0,0.762,1,2.0,1,2
Loveth Okeke,STU/2018/1195,17,Male,Undergraduate,300,71.4,62.2,8.9,85.0,2.96,16.3,32.2,61.6,High,1 Activity,46.3,Pass,"(15, 20]",46.58,42.95,0.744,2,1.0,0,3
Bello Nwachukwu,STU/2019/1196,26,Male,Undergraduate,400,75.5,42.9,88.2,58.0,0.67,14.7,32.1,87.2,Medium,,58.4,Average,"(10, 15]",64.8,43.6,0.735,1,,0,4
Segun Eze,STU/2021/1197,23,Male,Postgraduate,100,73.1,46.8,31.9,100.0,4.87,16.6,61.5,54.8,Low,,63.7,Good,"(15, 20]",54.14,58.21,0.97,0,,0,1
Sandra Anikulapo,STU/2018/1198,25,Male,Undergraduate,300,57.4,44.3,100.0,47.4,3.39,14.1,64.3,72.4,Medium,,61.3,Good,"(10, 15]",67.35,54.07,0.918,1,,0,3
Loveth Okonkwo,STU/2021/1199,18,Female,Undergraduate,300,56.6,50.6,97.4,59.6,2.95,11.1,30.1,69.7,Low,1 Activity,61.5,Good,"(10, 15]",71.57,35.73,1.012,0,1.0,1,3
Musa Garba,STU/2021/1200,28,Female,Undergraduate,100,43.7,67.7,28.5,74.2,2.35,4.9,64.0,44.0,Medium,,43.7,Pass,"(0, 5]",53.64,46.74,1.192,1,,1,1
Chukwuemeka Nwosu,STU/2022/1201,27,Female,Undergraduate,300,77.5,38.6,71.3,73.0,2.83,8.9,24.5,83.1,Medium,2+ Activities,55.6,Average,"(5, 10]",60.28,38.47,0.717,1,2.0,1,3
Mercy Lawal,STU/2021/1202,20,Male,Undergraduate,200,49.4,46.5,34.7,60.7,4.14,11.7,55.3,62.6,Medium,,49.7,Pass,"(10, 15]",45.33,46.37,0.713,1,,0,2
Ruth Fashola,STU/2022/1203,21,Male,Undergraduate,200,72.1,50.8,42.2,54.0,3.24,0.0,19.1,79.5,Low,1 Activity,52.6,Average,,48.16,31.18,0.598,0,1.0,0,2
Ahmed Ofili,STU/2018/1204,25,Female,Undergraduate,100,82.7,57.9,42.7,68.9,3.34,7.7,88.2,34.0,Medium,,54.7,Average,"(5, 10]",54.57,71.48,1.559,1,,1,1
Sandra Okafor,STU/2023/1205,21,Female,Undergraduate,200,75.7,63.0,64.0,88.4,1.88,11.0,47.2,62.2,Low,1 Activity,58.9,Average,"(10, 15]",69.75,49.98,1.104,0,1.0,1,2
Usman Adeyemi,STU/2018/1206,19,Male,HND,200,59.0,94.8,61.5,78.0,2.69,8.5,37.7,50.8,Medium,,67.5,Good,"(5, 10]",77.28,39.38,1.492,1,,0,2
Dauda Danjuma,STU/2022/1207,18,Male,HND,400,88.4,68.3,31.0,54.2,3.05,11.3,26.4,43.0,High,2+ Activities,63.0,Good,"(10, 15]",49.86,43.49,1.133,2,2.0,0,4
Ahmed Obi,STU/2023/1208,19,Female,Undergraduate,100,64.7,68.7,63.8,48.1,3.63,19.3,24.0,88.2,High,1 Activity,56.2,Average,"(15, 20]",61.59,37.84,0.69,2,1.0,1,1
Segun Abubakar,STU/2020/1209,16,Male,Undergraduate,200,48.0,53.2,50.9,53.2,2.63,20.3,65.9,63.9,Low,,50.6,Average,"(20, 25]",52.28,54.12,0.806,0,,0,2
Tunde Chukwu,STU/2023/1210,19,Male,Postgraduate,200,66.9,40.4,18.6,43.3,3.84,26.1,80.1,30.5,Medium,2+ Activities,41.4,Pass,"(25, 30]",32.4,68.82,1.029,1,2.0,0,2
Musa Garba,STU/2021/1211,16,Female,Undergraduate,400,82.6,48.5,46.3,67.5,1.97,1.9,77.6,50.1,Medium,1 Activity,51.6,Average,"(0, 5]",52.37,64.21,1.025,1,1.0,1,4
Fatima Fashola,STU/2018/1212,27,Male,Undergraduate,300,59.9,45.2,88.2,78.8,3.06,10.6,89.9,78.8,High,2+ Activities,64.5,Good,"(10, 15]",70.8,66.45,0.887,2,2.0,0,3
Grace Nwosu,STU/2021/1213,16,Male,Undergraduate,300,87.8,65.1,47.0,63.8,2.91,23.8,98.7,42.9,Medium,2+ Activities,66.8,Good,"(20, 25]",57.54,83.62,1.311,1,2.0,0,3
Aisha Mohammed,STU/2023/1214,25,Male,HND,400,58.1,28.3,18.3,94.2,1.64,0.0,78.9,40.9,Low,2+ Activities,37.1,Poor,,40.78,56.88,0.973,0,2.0,0,4
Mercy Abubakar,STU/2020/1215,29,Male,Undergraduate,400,60.6,68.7,71.3,95.2,2.96,4.6,42.4,57.1,Medium,,57.3,Average,"(0, 5]",76.36,40.91,1.314,1,,0,4
Oluwaseun Lawal,STU/2021/1216,21,Female,Undergraduate,200,53.2,55.9,36.4,70.2,2.48,9.1,59.2,69.4,Medium,,55.5,Average,"(5, 10]",51.68,48.59,0.734,1,,1,2
Ibrahim Okonkwo,STU/2020/1217,20,Male,Postgraduate,300,84.3,71.2,59.3,76.9,4.27,30.4,0.0,45.4,Medium,2+ Activities,63.3,Good,"(30, 35]",67.87,35.42,1.463,1,2.0,0,3
Bello Nwosu,STU/2019/1218,29,Male,Undergraduate,400,71.0,45.0,51.6,49.7,2.63,6.2,70.9,67.8,High,1 Activity,52.2,Average,"(5, 10]",48.82,58.82,0.71,2,1.0,0,4
Vivian Anikulapo,STU/2020/1219,26,Female,Undergraduate,500,54.4,41.8,90.2,58.9,3.32,14.2,58.7,60.7,Low,,60.4,Good,,65.44,50.4,1.061,0,,1,5
Rasheed Adeyemi,STU/2018/1220,19,Female,HND,400,64.9,50.7,51.6,86.6,1.89,13.8,94.9,63.1,High,2+ Activities,54.7,Average,"(10, 15]",60.04,71.52,0.937,2,2.0,1,4
Ahmed Okafor,STU/2023/1221,28,Female,Undergraduate,200,16.7,50.2,32.1,55.2,3.21,4.8,36.4,11.9,Low,,34.9,Poor,"(0, 5]",44.21,24.81,3.427,0,,1,2
Chukwuemeka Eze,STU/2022/1222,26,Male,Undergraduate,100,71.4,72.5,45.6,90.3,2.63,36.4,67.9,60.3,High,1 Activity,71.1,Good,"(35, 40]",66.19,67.5,1.08,2,1.0,0,1
Chiamaka Suleiman,STU/2022/1223,18,Male,Undergraduate,200,71.4,72.3,30.4,83.9,2.3,15.6,29.9,55.0,High,2+ Activities,57.5,Average,"(15, 20]",58.44,41.57,1.044,2,2.0,0,2
Kayode Anikulapo,STU/2021/1224,16,Female,Undergraduate,400,28.7,92.3,50.8,77.8,5.0,17.0,52.2,67.8,Medium,2+ Activities,65.6,Good,"(15, 20]",72.08,40.38,1.048,1,2.0,1,4
Kayode Nwachukwu,STU/2023/1225,21,Female,Undergraduate,200,45.8,49.1,90.4,45.1,2.68,18.3,14.1,46.9,Medium,,51.9,Average,"(15, 20]",64.62,26.89,1.349,1,,1,2
Nkechi Suleiman,STU/2019/1226,17,Male,Undergraduate,200,64.4,0.0,80.0,59.7,2.81,17.7,88.9,52.6,Low,1 Activity,52.1,Average,"(15, 20]",46.92,69.67,0.875,0,1.0,0,2
Emeka Aliyu,STU/2021/1227,23,Male,Undergraduate,400,48.3,50.6,95.8,76.0,3.81,31.2,81.3,70.7,Low,1 Activity,70.0,Good,"(30, 35]",75.03,65.54,1.046,0,1.0,0,4
Nkechi Aliyu,STU/2020/1228,25,Male,Postgraduate,200,86.3,62.2,64.6,48.2,2.31,28.3,43.2,88.9,Low,1 Activity,63.6,Good,"(25, 30]",59.66,56.92,0.664,0,1.0,0,2
Rasheed Onyekwere,STU/2022/1229,20,Female,Undergraduate,400,79.5,70.9,57.9,61.8,3.36,6.5,61.5,33.5,Low,,58.4,Average,"(5, 10]",63.42,56.77,1.838,0,,1,4
Sandra Adeyemi,STU/2020/1230,22,Female,Undergraduate,200,78.5,63.5,35.0,77.8,3.46,30.1,56.0,70.3,Medium,1 Activity,62.3,Good,"(30, 35]",55.68,61.58,0.781,1,1.0,1,2
Grace Eze,STU/2022/1231,25,Male,Undergraduate,200,25.1,49.1,60.4,55.3,3.22,8.4,39.7,84.4,Low,1 Activity,51.5,Average,"(5, 10]",55.17,30.18,0.646,0,1.0,0,2
Sandra Nwosu,STU/2022/1232,27,Male,Postgraduate,200,62.5,88.9,52.4,50.6,5.0,16.6,58.1,73.9,High,1 Activity,69.0,Good,"(15, 20]",64.73,53.33,0.864,2,1.0,0,2
Sandra Nwachukwu,STU/2022/1233,17,Female,Undergraduate,400,59.4,39.4,70.6,34.4,2.28,2.4,43.9,83.1,Medium,2+ Activities,53.6,Average,"(0, 5]",50.63,40.57,0.602,1,2.0,1,4
Halima Anikulapo,STU/2023/1234,28,Female,Undergraduate,100,54.8,53.1,32.6,58.4,4.38,22.3,79.5,49.1,Medium,1 Activity,54.5,Average,"(20, 25]",46.22,63.62,0.923,1,1.0,1,1
Ngozi Eze,STU/2018/1235,23,Male,Undergraduate,100,64.5,38.6,56.1,78.1,3.42,11.5,49.7,84.7,Medium,,53.5,Average,"(10, 15]",55.48,48.03,0.647,1,,0,1
Gbemi Bello,STU/2023/1236,17,Female,Undergraduate,500,51.7,58.4,23.5,50.2,3.82,4.8,100.0,45.5,Medium,1 Activity,47.8,Pass,"(0, 5]",42.39,67.11,0.912,1,1.0,1,5
Sola Eze,STU/2020/1237,19,Female,Undergraduate,100,75.9,86.6,61.8,65.3,3.31,23.5,53.1,61.1,Low,2+ Activities,68.4,Good,"(20, 25]",71.35,57.15,1.149,0,2.0,1,1
Fatima Chukwu,STU/2023/1238,16,Male,Postgraduate,300,85.8,55.5,68.5,61.2,4.69,25.5,57.8,50.0,Medium,,65.4,Good,"(25, 30]",62.12,63.14,1.218,1,,0,3
Usman Nwachukwu,STU/2021/1239,20,Female,Undergraduate,300,84.2,55.6,22.6,53.7,2.71,25.8,68.2,50.8,High,1 Activity,60.8,Good,"(25, 30]",41.92,67.96,0.809,2,1.0,1,3
Amina Ibrahim,STU/2019/1240,24,Male,Undergraduate,200,69.5,27.5,28.2,79.2,3.45,1.8,75.9,25.6,Medium,,47.0,Pass,"(0, 5]",40.7,59.4,1.53,1,,0,2
Abdul Okeke,STU/2021/1241,16,Female,Undergraduate,300,100.0,52.8,29.1,92.9,4.17,26.6,56.5,20.6,Low,,56.9,Average,"(25, 30]",53.34,67.12,2.469,0,,1,3
Chidinma Adeleke,STU/2023/1242,24,Female,Postgraduate,100,92.5,78.7,51.4,82.1,2.5,11.6,67.7,83.5,High,2+ Activities,67.4,Good,"(10, 15]",68.63,65.47,0.812,2,2.0,1,1
Grace Mohammed,STU/2020/1243,26,Female,Undergraduate,300,70.2,53.5,27.1,53.2,3.9,30.4,59.6,24.0,Low,2+ Activities,58.1,Average,"(30, 35]",42.86,60.99,1.714,0,2.0,1,3
Musa Adeyemi,STU/2019/1244,23,Female,Undergraduate,200,63.3,52.3,82.6,98.9,2.98,19.0,35.5,65.0,Medium,1 Activity,61.9,Good,"(15, 20]",76.07,43.07,1.153,1,1.0,1,2
Usman Adeleke,STU/2021/1245,21,Male,Undergraduate,300,96.1,77.9,63.7,82.0,1.89,16.0,28.8,34.0,Medium,1 Activity,58.9,Average,"(15, 20]",73.24,48.56,2.093,1,1.0,0,3
Grace Abubakar,STU/2019/1246,22,Female,Undergraduate,100,90.1,52.4,67.0,57.2,1.69,14.1,72.5,43.0,Medium,2+ Activities,55.8,Average,"(10, 15]",59.44,67.98,1.351,1,2.0,1,1
Dauda Danjuma,STU/2020/1247,18,Female,Undergraduate,300,46.6,81.3,23.2,51.8,2.92,13.9,92.9,73.7,High,2+ Activities,50.9,Average,"(10, 15]",50.68,65.06,0.678,2,2.0,1,3
Sola Eze,STU/2022/1248,29,Male,Undergraduate,100,91.5,34.9,80.9,84.1,3.89,14.2,14.2,63.2,High,1 Activity,57.9,Average,,65.6,39.28,1.022,2,1.0,0,1
Biodun Suleiman,STU/2020/1249,16,Female,Undergraduate,200,69.2,70.2,68.0,68.0,1.13,5.5,19.1,57.5,Medium,1 Activity,47.1,Pass,"(5, 10]",68.77,32.14,1.176,1,1.0,1,2
Ngozi Onyekwere,STU/2018/1250,20,Female,Undergraduate,100,56.5,87.6,41.4,50.5,3.18,11.1,18.9,82.9,Low,1 Activity,54.7,Average,"(10, 15]",59.84,30.1,0.713,0,1.0,1,1
Femi Bello,STU/2019/1251,29,Male,Undergraduate,100,36.4,76.1,24.2,62.5,3.8,23.5,74.4,54.2,High,,56.9,Average,"(20, 25]",51.94,55.95,0.941,2,,0,1
